ROUTE_ID,COMPANY_CODE,DISTRICT,ROUTE_NAMEC,ROUTE_NAMES,ROUTE_NAMEE,ROUTE_TYPE,SERVICE_MODE,SPECIAL_TYPE,JOURNEY_TIME,LOC_START_NAMEC,LOC_START_NAMES,LOC_START_NAMEE,LOC_END_NAMEC,LOC_END_NAMES,LOC_END_NAMEE,HYPERLINK_C,HYPERLINK_S,HYPERLINK_E,FULL_FARE,LAST_UPDATE_DATE
1959,"NLB",,"37P","37P","37P",1,"T",1,1.1000000000000000e+01,"逸東邨(裕東路)","逸东邨(裕东路)","Yung Yat House (Yu Tung Road)","映灣園","映湾园","Caribbean Coast","http://www.nlb.com.hk/route?q=37P","http://www.nlb.com.hk/route?q=37P","http://www.nlb.com.hk/route?q=37P",3.9000,"12/06/24 00:00:00"
1961,"NLB",,"38X","38X","38X",1,"T",1,8.0000000000000000e+00,"逸東邨(裕東路)","逸东邨(裕东路)","Yat Tung Estate (Yu Tung Road)","東涌站巴士總站(循環線)","东涌站巴士总站(循环线)","Tung Chung Station Bus Terminus (Circular)","http://www.nlb.com.hk/route?q=38X","http://www.nlb.com.hk/route?q=38X","http://www.nlb.com.hk/route?q=38X",3.8000,"12/06/24 00:00:00"
1970,"XB",,"觀塘 - 皇崗 (日間)","观塘 - 皇岗 (日间)","Kwun Tong - Huanggang (Day)",1,"R",0,6.1000000000000000e+01,"觀塘","观塘","Kwun Tong","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/kwun_tong_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/kwun_tong_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/kwun_tong_route/index.html",47.0000,"05/06/20 00:00:00"
1971,"XB",,"觀塘 - 皇崗 (夜間)","观塘 - 皇岗 (夜间)","Kwun Tong - Huanggang (Night)",1,"N",0,6.7000000000000000e+01,"觀塘","观塘","Kwun Tong","皇崗(停靠小瀝源路遊樂場及觀塘道休憩花園)","皇岗(停靠小沥源路游乐场及观塘道休憩花园)","Huanggang (stop outside Siu Lek Yuen Road Playground and Kwun Tong Road Rest Garden)","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/kwun_tong_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/kwun_tong_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/kwun_tong_route/index.html",52.0000,"09/29/21 00:00:00"
1972,"XB",,"荃灣 - 皇崗 (日間)","荃湾 - 皇岗 (日间)","Tsuen Wan - Huanggang (Day)",1,"R",0,4.1000000000000000e+01,"荃灣","荃湾","Tsuen Wan","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/tsuen_wan_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/tsuen_wan_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/tsuen_wan_route/index.html",39.0000,"05/06/20 00:00:00"
1973,"XB",,"荃灣 - 皇崗 (夜間)","荃湾 - 皇岗 (夜间)","Tsuen Wan - Huanggang (Night)",1,"N",0,3.5000000000000000e+01,"荃灣","荃湾","Tsuen Wan","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/tsuen_wan_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/tsuen_wan_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/tsuen_wan_route/index.html",42.0000,"05/06/20 00:00:00"
1983,"DB",,"DB03R","DB03R","DB03R",1,"R",0,2.5000000000000000e+01,"愉景灣","愉景湾","Discovery Bay","欣澳","欣澳","Sunny Bay","https://www.td.gov.hk/filemanager/tc/content_4796/SofS - RS DB03R - Website - 20240804 TC.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/SofS - RS DB03R - Website - 20240804 TC.pdf","https://www.td.gov.hk/filemanager/en/content_4796/SofS - RS DB03R - Website - 20240804 EN.pdf",15.7000,"10/16/24 00:00:00"
1984,"PI",,"NR330","NR330","NR330",1,"R",0,1.7000000000000000e+01,"馬灣(東灣巴士總站)","马湾(东湾巴士总站)","Ma Wan (Tung Wan Bus Terminus)","青衣站","青衣站","Tsing Yi Station","https://www.td.gov.hk/filemanager/tc/content_4796/TNTW/NR330c_20240101.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/TNTW/NR330c_20240101.pdf","https://www.td.gov.hk/filemanager/en/content_4796/TNTW/NR330_20240101.pdf",13.8000,"07/18/24 00:00:00"
1985,"PI",,"NR331","NR331","NR331",1,"R",0,1.9000000000000000e+01,"馬灣(珀欣路)","马湾(珀欣路)","MA WAN(PAK YAN ROAD)","荃灣站","荃湾站","TSUEN WAN STATION","https://www.td.gov.hk/filemanager/tc/content_4796/TNTW/NR331c_20231204.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/TNTW/NR331c_20231204.pdf","https://www.td.gov.hk/filemanager/en/content_4796/TNTW/NR331_20231204.pdf",13.6000,"12/13/24 00:00:00"
1986,"PI",,"NR332","NR332","NR332",1,"R",0,2.5000000000000000e+01,"馬灣(東灣巴士總站)","马湾(东湾巴士总站)","Ma Wan (Tung Wan Bus Terminus)","葵芳(新都會廣場)","葵芳(新都会广场)","Kwai Fong (Metroplaza)","https://www.td.gov.hk/filemanager/tc/content_4796/TNTW/NR332c_20240401.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/TNTW/NR332c_20240401.pdf","https://www.td.gov.hk/filemanager/en/content_4796/TNTW/NR332_20240401.pdf",14.5000,"07/18/24 00:00:00"
1991,"XB",,"旺角 - 皇崗 (日間)","旺角 - 皇岗 (日间)","Mong Kok - Huanggang (Day)",1,"R",0,5.5000000000000000e+01,"旺角","旺角","Mong Kok","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/mong_kok_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/mong_kok_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/mong_kok_route/index.html",41.0000,"05/06/20 00:00:00"
1997,"XB",,"落馬洲 - 皇崗 (日間)","落马洲 - 皇岗 (日间)","Lok Ma Chau - Huanggang (Day)",1,"R",0,6.0000000000000000e+00,"落馬洲","落马洲","Lok Ma Chau","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/index.htmla_lok_ma_chau_cross_boundary","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/index.htmla_lok_ma_chau_cross_boundary","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/index.htmla_lok_ma_chau_cross_boundary",10.0000,"01/21/25 00:00:00"
1998,"XB",,"落馬洲 - 皇崗 (夜間)","落马洲 - 皇岗 (夜间)","Lok Ma Chau - Huanggang (Night)",1,"N",0,6.0000000000000000e+00,"落馬洲","落马洲","Lok Ma Chau","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/index.htmla_lok_ma_chau_cross_boundary","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/index.htmla_lok_ma_chau_cross_boundary","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/index.htmla_lok_ma_chau_cross_boundary",10.0000,"01/21/25 00:00:00"
8009,"KMB",,"203S","203S","203S",1,"T",1,3.8000000000000000e+01,"澤安邨","泽安邨","CHAK ON ESTATE","尖沙咀東(麼地道)","尖沙咀东(么地道)","TSIM SHA TSUI EAST (MODY ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=203S&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=203S&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=203S&lang=en",9.3000,"06/10/23 00:00:00"
8012,"KMB",,"242X","242X","242X",1,"T",1,3.9000000000000000e+01,"青衣(長亨邨)","青衣(长亨邨)","TSING YI (CHEUNG HANG ESTATE)","尖沙咀","尖沙咀","TSIM SHA TSUI","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=242X&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=242X&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=242X&lang=en",10.2000,"06/18/23 00:00:00"
8090,"CTB",,"796X","796X","796X",1,"R",0,6.5000000000000000e+01,"將軍澳工業邨","将军澳工业邨","Tseung Kwan O Industrial Estate","尖沙咀東","尖沙咀东","Tsim Sha Tsui East","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=796X&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=796X&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=796X&dsmode=1&l=1",10.3000,"01/02/25 00:00:00"
8091,"CTB",,"796P","796P","796P",1,"T",1,4.7000000000000000e+01,"將軍澳站","将军澳站","Tseung Kwan O Station","尖沙咀(東)","尖沙咀(东)","Tsim Sha Tsui (East)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=796P&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=796P&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=796P&dsmode=1&l=1",10.3000,"01/02/25 00:00:00"
8092,"KMB",,"14D","14D","14D",1,"T",1,4.1000000000000000e+01,"油塘","油塘","YAU TONG","彩虹","彩虹","CHOI HUNG","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=14D&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=14D&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=14D&lang=en",6.7000,"11/15/24 00:00:00"
8093,"KMB",,"91P","91P","91P",1,"T",1,2.1000000000000000e+01,"鑽石山站","钻石山站","DIAMOND HILL STATION","香港科技大學(北)","香港科技大学(北)","H.K.U.S.T (NORTH)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=91P&lang=en",7.1000,"11/01/24 00:00:00"
8094,"KMB",,"961P","961P","961P",1,"T",1,6.6000000000000000e+01,"屯門(良景邨)","屯门(良景邨)","TUEN MUN (LEUNG KING ESTATE)","銅鑼灣(維園)","铜锣湾(维园)","CAUSEWAY BAY (VICTORIA PARK)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961P&lang=en",24.0000,"06/18/23 00:00:00"
8096,"KMB",,"14D","14D","14D",1,"T",1,3.5000000000000000e+01,"藍田(廣田邨)","蓝田(广田邨)","LAM TIN (KWONG TIN ESTATE)","彩虹","彩虹","CHOI HUNG","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=14D&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=14D&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=14D&lang=en",6.7000,"06/18/23 00:00:00"
8108,"CTB",,"14","14","14",1,"R",0,3.7000000000000000e+01,"嘉亨灣","嘉亨湾","Grand Promenade","赤柱廣場 (循環線)(經赤柱村、赤柱炮台)","赤柱广场 (循环线)(经赤柱村、赤柱炮台)","Stanley Plaza (Circular) (via Stanley Village, Stanley Fort)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=1",12.1000,"10/24/24 00:00:00"
8109,"CTB",,"6","6","6",1,"T",1,5.2000000000000000e+01,"中環(交易廣場)","中环(交易广场)","Central (Exchange Square)","赤柱市場(不經馬坑)","赤柱市场(不经马坑)","Stanley Market (omit Ma Hang)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=6&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=6&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=6&dsmode=1&l=1",11.4000,"01/02/25 00:00:00"
8110,"CTB",,"14","14","14",1,"T",1,3.6000000000000000e+01,"嘉亨灣","嘉亨湾","Grand Promenade","赤柱廣場(晨早班次經馬坑)","赤柱广场(晨早班次经马坑)","Stanley Plaza (via Ma Hang in the morning)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=1",12.1000,"10/24/24 00:00:00"
8111,"CTB",,"14","14","14",1,"T",1,3.7000000000000000e+01,"嘉亨灣","嘉亨湾","Grand Promenade","赤柱砲台(閘口)(經赤柱村、赤柱監獄)","赤柱炮台(闸口)(经赤柱村、赤柱监狱)","Stanley Fort Gate (via Stanley Village, Stanley Prison)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=1",12.1000,"10/24/24 00:00:00"
8113,"CTB",,"14","14","14",1,"T",1,3.7000000000000000e+01,"嘉亨灣","嘉亨湾","Grand Promenade","赤柱廣場(循環線)(經赤柱村、赤柱炮台、赤柱監獄)","赤柱广场(循环线)(经赤柱村、赤柱炮台、赤柱监狱)","Stanley Plaza (Circular) (via Stanley Village, Stanley Fort, Stanley Prison)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=14&dsmode=1&l=1",12.1000,"10/24/24 00:00:00"
8126,"KMB",,"281B","281B","281B",1,"T",1,5.1000000000000000e+01,"碩門邨","碩門邨","SHEK MUN ESTATE","尖沙咀東(麼地道)","尖沙咀东(么地道)","TSIM SHA TSUI EAST (MODY ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281B&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281B&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281B&lang=en",9.0000,"07/19/24 00:00:00"
8127,"KMB",,"281X","281X","281X",1,"T",1,5.6000000000000000e+01,"耀安","耀安","YIU ON","尖沙咀東(麼地道)","尖沙咀东(么地道)","TSIM SHA TSUI EAST (MODY ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281X&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281X&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281X&lang=en",10.2000,"07/19/24 00:00:00"
8128,"KMB",,"286X","286X","286X",1,"R",0,4.5000000000000000e+01,"顯徑","显径","HIN KENG","深水埗(循環線)","深水埗(循环线)","SHAM SHUI PO(CIRCULAR)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=286X&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=286X&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=286X&lang=en",8.1000,"12/31/24 00:00:00"
8130,"KMB",,"15X","15X","15X",1,"T",1,3.4000000000000000e+01,"藍田(廣田邨)","蓝田(广田邨)","LAM TIN (KWONG TIN ESTATE) BUS TERMINUS","紅磡站","红磡站","HUNG HOM STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=15X&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=15X&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=15X&lang=en",8.6000,"01/02/25 00:00:00"
8131,"KMB",,"968X","968X","968X",1,"T",1,6.7000000000000000e+01,"元朗(德業街)","元朗(德业街)","YUEN LONG (TAK YIP STREET)","鰂魚涌(英皇道)","鰂鱼涌(英皇道)","QUARRY BAY (KING'S ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968X&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968X&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=968X&lang=en",27.0000,"01/02/25 00:00:00"
8133,"CTB",,"19P","19P","19P",1,"T",1,4.6000000000000000e+01,"筲箕灣","筲箕湾","Shau Kei Wan","大坑道","大坑道","Tai Hang Road","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=19P&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=19P&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=19P&dsmode=1&l=1",6.6000,"06/18/23 00:00:00"
8142,"CTB",,"720","720","720",1,"T",1,4.7000000000000000e+01,"中環 (港澳碼頭)","中环 (港澳码头)","Central (Macau Ferry)","嘉亨灣(經金鐘道和駱克道)","嘉亨湾(经金钟道和骆克道)","Grand Promenade (via Queensway and Lockhart Road)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=720&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=720&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=720&dsmode=1&l=1",8.7000,"01/02/25 00:00:00"
8143,"CTB",,"B3M","B3M","B3M",1,"T",1,1.9000000000000000e+01,"深圳灣口岸","深圳湾口岸","Shenzhen Bay Port","屯門站(循環線)","屯门站(循环线)","Tuen Mun Station(Circular)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=B3M&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=B3M&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=B3M&dsmode=1&l=1",16.5000,"12/27/24 00:00:00"
8144,"KMB",,"5M","5M","5M",1,"R",0,1.4000000000000000e+01,"啟德(德朗邨)","启德(德朗邨)","KAI TAK (TAK LONG ESTATE)","九龍灣站(循環線)","九龙湾站(循环线)","KOWLOON BAY STATION (CIRCULAR)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=5M&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=5M&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=5M&lang=en",4.6000,"06/14/24 00:00:00"
8145,"KMB",,"28B","28B","28B",1,"R",0,3.7000000000000000e+01,"彩福","彩福","CHOI FOOK","啟德(啟晴邨)","启德(启晴村)","KAI TAK (KAI CHING ESTATE)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=28B&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=28B&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=28B&lang=en",5.8000,"06/18/23 00:00:00"
8146,"KMB",,"28S","28S","28S",1,"T",1,1.6000000000000000e+01,"觀塘(裕民坊)","观塘(裕民坊)","KWUN TONG (YUE MAN SQUARE)","樂華","乐华","LOK WAH","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=28S&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=28S&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=28S&lang=en",4.6000,"06/18/23 00:00:00"
8148,"KMB",,"259D","259D","259D",1,"T",1,6.7000000000000000e+01,"悅湖山莊","悦湖山庄","YUET WU VILLA","鯉魚門邨","鲤鱼门邨","LEI YUE MUN ESTATE","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=259D&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=259D&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=259D&lang=en",18.8000,"12/08/23 00:00:00"
8155,"KMB",,"277E","277E","277E",1,"R",0,6.0000000000000000e+01,"上水(天平)","上水(天平)","SHEUNG SHUI (TIN PING)","藍田站","蓝田站","LAM TIN STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277E&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277E&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277E&lang=en",17.6000,"08/30/24 00:00:00"
8156,"KMB",,"277P","277P","277P",1,"T",1,7.5000000000000000e+01,"上水(天平)","上水(天平)","SHEUNG SHUI (TIN PING)","藍田站","蓝田站","LAM TIN STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277P&lang=en",17.6000,"01/02/25 00:00:00"
8158,"KMB",,"277X","277X","277X",1,"T",1,4.6000000000000000e+01,"粉嶺(華明)","粉岭(华明)","FANLING (WAH MING)","藍田站","蓝田站","LAM TIN STATION","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277X&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277X&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=277X&lang=en",16.9000,"06/10/23 00:00:00"
8159,"KMB",,"297P","297P","297P",1,"T",1,4.5000000000000000e+01,"坑口(北)(將軍澳醫院)","坑口(北)(将军澳医院)","HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL)","紅磡(紅鸞道)","红磡(红鸾道)","HUNG HOM (HUNG LUEN ROAD)","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=297P&lang=zh-hk","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=297P&lang=zh-cn","https://search.kmb.hk/KMBWebSite/?action=routesearch&route=297P&lang=en",11.3000,"06/10/23 00:00:00"
8161,"CTB",,"952","952","952",1,"T",1,6.0000000000000000e+01,"屯門(置樂花園)","屯门(置乐花园)","Tuen Mun (Chi Lok Fa Yuen)","金鐘(西)","金钟(西)","Admiralty (West)","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=0","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=2","https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=1",24.2000,"01/02/25 00:00:00"
1979,"DB",,"DB03RP","DB03RP","DB03RP",1,"R",0,2.1000000000000000e+01,"愉景灣北廣場","愉景湾北广场","Discovery Bay North Plaza","欣澳","欣澳","Sunny Bay","https://www.td.gov.hk/filemanager/tc/content_4796/SofS - RS DB03R - Website - 20240804 TC.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/SofS - RS DB03R - Website - 20240804 TC.pdf","https://www.td.gov.hk/filemanager/en/content_4796/SofS - RS DB03R - Website - 20240804 EN.pdf",15.7000,"10/16/24 00:00:00"
1980,"DB",,"DB02RA","DB02RA","DB02RA",1,"T",1,3.0000000000000000e+01,"愉景灣北 (近社區會堂)","愉景湾北 (近社区会堂)","Discovery Bay North (near Community Hall)","機場(循環線)","机场(循环线)","Airport (Circular)","https://www.td.gov.hk/filemanager/tc/content_4796/SofS - RS DB02R - Website - 20240804 TC.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/SofS - RS DB02R - Website - 20240804 TC.pdf","https://www.td.gov.hk/filemanager/en/content_4796/SofS - RS DB02R - Website - 20240804 EN.pdf",52.7000,"10/17/24 00:00:00"
1981,"DB",,"DB01R","DB01R","DB01R",1,"R",0,2.5000000000000000e+01,"愉景灣","愉景湾","Discovery Bay","東涌","东涌","Tung Chung","https://www.td.gov.hk/filemanager/tc/content_4796/SofS%20-%20RS%20DB01R%20-%20Website%20-%2020240804%20TC.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/SofS%20-%20RS%20DB01R%20-%20Website%20-%2020240804%20TC.pdf","https://www.td.gov.hk/filemanager/en/content_4796/SofS%20-%20RS%20DB01R%20-%20Website%20-%2020240804%20EN.pdf",15.7000,"10/17/24 00:00:00"
1982,"DB",,"DB02R","DB02R","DB02R",1,"T",1,3.0000000000000000e+01,"愉景灣","愉景湾","Discovery Bay","機場(循環線)","机场(循环线)","Airport (Circular)","https://www.td.gov.hk/filemanager/tc/content_4796/SofS%20-%20RS%20DB02R%20-%20Website%20-%2020240804%20TC.pdf","https://www.td.gov.hk/filemanager/sc/content_4796/SofS%20-%20RS%20DB02R%20-%20Website%20-%2020240804%20TC.pdf","https://www.td.gov.hk/filemanager/en/content_4796/SofS%20-%20RS%20DB02R%20-%20Website%20-%2020240804%20EN.pdf",52.7000,"10/16/24 00:00:00"
1992,"XB",,"油尖 - 皇崗 (夜間)","油尖 - 皇岗 (夜间)","Yau Tsim - Huanggang (Night)",1,"N",1,4.4000000000000000e+01,"油尖","油尖","Yau Tsim","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/yau_tsim_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/yau_tsim_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/yau_tsim_route/index.html",45.0000,"08/13/21 00:00:00"
1993,"XB",,"灣仔 - 皇崗 (日間)","湾仔 - 皇岗 (日间)","Wan Chai - Huanggang (Day)",1,"R",0,6.0000000000000000e+01,"灣仔","湾仔","Wan Chai","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/wan_chai_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/wan_chai_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/wan_chai_route/index.html",52.0000,"05/08/24 00:00:00"
1994,"XB",,"灣仔 - 皇崗 (夜間)","湾仔 - 皇岗 (夜间)","Wan Chai - Huanggang (Night)",1,"N",0,6.0000000000000000e+01,"灣仔","湾仔","Wan Chai","皇崗","皇岗","Huanggang","https://www.td.gov.hk/tc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/wan_chai_route/index.html","https://www.td.gov.hk/sc/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/wan_chai_route/index.html","https://www.td.gov.hk/en/transport_in_hong_kong/land_based_cross_boundary_transport/access_to_lok_ma_chau_control_point/wan_chai_route/index.html",57.0000,"04/29/24 00:00:00"
